symbol,sector,industry,first_seen,last_seen,consecutive_failures
SPNT,Financials,Reinsurance,2026-08-20,2026-08-23,0
SPSC,Information Technology,Application Software,2026-08-20,2026-08-23,0
SPXC,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
SPY,,,2026-08-20,2026-08-23,0
SR,Utilities,Gas Utilities,2026-08-20,2026-08-23,0
SRE,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
SRPT,Health Care,Biotechnology,2026-08-20,2026-08-23,0
SSB,Financials,Regional Banks,2026-08-20,2026-08-23,0
SSD,Industrials,Building Products,2026-08-20,2026-08-23,0
ST,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
STAA,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
STAG,Real Estate,Industrial REITs,2026-08-20,2026-08-23,0
STC,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
STE,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
STEL,Financials,Regional Banks,2026-08-23,2026-08-23,0
STEP,Financials,Asset Management & Custody Banks,2026-08-20,2026-08-23,0
STLD,Materials,Steel,2026-08-20,2026-08-23,0
STRA,Consumer Discretionary,Education Services,2026-08-20,2026-08-23,0
STRL,Industrials,Construction & Engineering,2026-08-20,2026-08-23,0
STT,Financials,Asset Management & Custody Banks,2026-08-20,2026-08-23,0
STWD,Financials,Mortgage REITs,2026-08-20,2026-08-23,0
STX,Information Technology,"Technology Hardware, Storage & Peripherals",2026-08-20,2026-08-23,0
STZ,Consumer Staples,Distillers & Vintners,2026-08-20,2026-08-23,0
SUPN,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
SW,Materials,Paper & Plastic Packaging Products & Materials,2026-08-20,2026-08-23,0
SWK,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
SWKS,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
SWX,Utilities,Gas Utilities,2026-08-20,2026-08-23,0
SXI,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
SXT,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
SYF,Financials,Consumer Finance,2026-08-20,2026-08-23,0
SYK,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
SYNA,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
SYY,Consumer Staples,Food Distributors,2026-08-20,2026-08-23,0
T,Communication Services,Integrated Telecommunication Services,2026-08-20,2026-08-23,0
TALO,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
TAP,Consumer Staples,Brewers,2026-08-20,2026-08-23,0
TBBK,Financials,Regional Banks,2026-08-20,2026-08-23,0
TCBI,Financials,Regional Banks,2026-08-20,2026-08-23,0
TDC,Information Technology,IT Consulting & Other Services,2026-08-20,2026-08-23,0
TDG,Industrials,Aerospace & Defense,2026-08-20,2026-08-23,0
TDS,Communication Services,Integrated Telecommunication Services,2026-08-20,2026-08-23,0
TDW,Energy,Oil & Gas Equipment & Services,2026-08-20,2026-08-23,0
TDY,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
TECH,Health Care,Life Sciences Tools & Services,2026-08-20,2026-08-23,0
TEL,Information Technology,Electronic Manufacturing Services,2026-08-20,2026-08-23,0
TER,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
TEX,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-08-20,2026-08-23,0
TFC,Financials,Diversified Banks,2026-08-20,2026-08-23,0
TFIN,Financials,Regional Banks,2026-08-20,2026-08-23,0
TFX,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
TGNA,Communication Services,Broadcasting,,,2
TGT,Consumer Staples,Consumer Staples Merchandise Retail,2026-08-20,2026-08-23,0
TGTX,Health Care,Biotechnology,2026-08-20,2026-08-23,0
THC,Health Care,Health Care Facilities,2026-08-20,2026-08-23,0
THG,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
THO,Consumer Discretionary,Leisure Products,2026-08-20,2026-08-23,0
THS,Consumer Staples,Packaged Foods & Meats,,,2
TILE,Industrials,Office Services & Supplies,2026-08-20,2026-08-23,0
TJX,Consumer Discretionary,Apparel Retail,2026-08-20,2026-08-23,0
TKO,Communication Services,Movies & Entertainment,2026-08-20,2026-08-23,0
TKR,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
TLN,Utilities,Independent Power Producers & Energy Traders,2026-08-20,2026-08-23,0
TLT,,,2026-08-20,2026-08-23,0
TMDX,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
TMHC,Consumer Discretionary,Homebuilding,2026-08-23,2026-08-23,0
TMO,Health Care,Life Sciences Tools & Services,2026-08-20,2026-08-23,0
TMUS,Communication Services,Wireless Telecommunication Services,2026-08-20,2026-08-23,0
TNDM,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-08-20,2026-08-23,0
TOL,Consumer Discretionary,Homebuilding,2026-08-20,2026-08-23,0
TPH,Consumer Discretionary,Homebuilding,,,2
TPL,Energy,Oil & Gas Exploration & Production,2026-08-20,2026-08-23,0
TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2026-08-20,2026-08-23,0
TREX,Industrials,Building Products,2026-08-20,2026-08-23,0
TRGP,Energy,Oil & Gas Storage & Transportation,2026-08-20,2026-08-23,0
TRIP,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-08-20,2026-08-23,0
TRMB,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
TRMK,Financials,Regional Banks,2026-08-20,2026-08-23,0
TRN,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-08-20,2026-08-23,0
TRNO,Real Estate,Industrial REITs,2026-08-20,2026-08-23,0
TROW,Financials,Asset Management & Custody Banks,2026-08-20,2026-08-23,0
TRU,Industrials,Research & Consulting Services,2026-08-20,2026-08-23,0
TRUP,Financials,Life & Health Insurance,2026-08-20,2026-08-23,0
TRV,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
TSCO,Consumer Discretionary,Other Specialty Retail,2026-08-20,2026-08-23,0
TSLA,Consumer Discretionary,Automobile Manufacturers,2026-08-20,2026-08-23,0
TSN,Consumer Staples,Packaged Foods & Meats,2026-08-20,2026-08-23,0
TT,Industrials,Building Products,2026-08-20,2026-08-23,0
TTC,Industrials,Agricultural & Farm Machinery,2026-08-20,2026-08-23,0
TTD,Communication Services,Advertising,2026-08-20,2026-08-23,0
TTEK,Industrials,Construction & Engineering,2026-08-20,2026-08-23,0
TTMI,Information Technology,Electronic Manufacturing Services,2026-08-20,2026-08-23,0
TTWO,Communication Services,Interactive Home Entertainment,2026-08-20,2026-08-23,0
TWLO,Information Technology,Systems Software,2026-08-20,2026-08-23,0
TWO,Financials,Mortgage REITs,2026-08-20,2026-08-23,0
TXN,Information Technology,Semiconductors,2026-08-20,2026-08-23,0
TXNM,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
TXRH,Consumer Discretionary,Restaurants,2026-08-20,2026-08-23,0
TXT,Industrials,Aerospace & Defense,2026-08-20,2026-08-23,0
TYL,Information Technology,Application Software,2026-08-20,2026-08-23,0
UAL,Industrials,Passenger Airlines,2026-08-20,2026-08-23,0
UBER,Industrials,Passenger Ground Transportation,2026-08-20,2026-08-23,0
UBSI,Financials,Regional Banks,2026-08-20,2026-08-23,0
UCB,Financials,Regional Banks,2026-08-20,2026-08-23,0
UCTT,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
UDR,Real Estate,Multi-Family Residential REITs,2026-08-20,2026-08-23,0
UE,Real Estate,Retail REITs,2026-08-20,2026-08-23,0
UFPI,Industrials,Building Products,2026-08-20,2026-08-23,0
UFPT,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
UGI,Utilities,Gas Utilities,2026-08-20,2026-08-23,0
UHS,Health Care,Health Care Facilities,2026-08-20,2026-08-23,0
ULS,Industrials,,2026-08-20,2026-08-23,0
ULTA,Consumer Discretionary,Other Specialty Retail,2026-08-20,2026-08-23,0
UMBF,Financials,Regional Banks,2026-08-20,2026-08-23,0
UNF,Industrials,Diversified Support Services,2026-08-20,2026-08-23,0
UNFI,Consumer Staples,Food Retail,2026-08-20,2026-08-23,0
UNH,Health Care,Managed Health Care,2026-08-20,2026-08-23,0
UNM,Financials,Life & Health Insurance,2026-08-20,2026-08-23,0
UNP,Industrials,Rail Transportation,2026-08-20,2026-08-23,0
UPBD,Consumer Discretionary,Computer & Electronics Retail,2026-08-20,2026-08-23,0
UPS,Industrials,Air Freight & Logistics,2026-08-20,2026-08-23,0
UPWK,Industrials,Human Resource & Employment Services,2026-08-20,2026-08-23,0
URBN,Consumer Discretionary,Apparel Retail,2026-08-20,2026-08-23,0
URI,Industrials,Trading Companies & Distributors,2026-08-20,2026-08-23,0
USB,Financials,Diversified Banks,2026-08-20,2026-08-23,0
USFD,Consumer Staples,Food Distributors,2026-08-20,2026-08-23,0
USPH,Health Care,Health Care Facilities,2026-08-20,2026-08-23,0
UTHR,Health Care,Biotechnology,2026-08-20,2026-08-23,0
UUP,,,2026-08-20,2026-08-23,0
UVV,Consumer Staples,Tobacco,2026-08-20,2026-08-23,0
V,Financials,Transaction & Payment Processing Services,2026-08-20,2026-08-23,0
VAC,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-08-20,2026-08-23,0
VAL,Energy,Oil & Gas Drilling,2026-08-20,2026-08-23,0
VC,Consumer Discretionary,Automotive Parts & Equipment,2026-08-20,2026-08-23,0
VCEL,Health Care,Biotechnology,2026-08-20,2026-08-23,0
VCTR,Financials,Asset Management & Custody Banks,2026-08-20,2026-08-23,0
VCYT,Health Care,Health Care Services,2026-08-20,2026-08-23,0
VECO,Information Technology,Semiconductor Materials & Equipment,2026-08-20,2026-08-23,0
VFC,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2026-08-20,2026-08-23,0
VIAV,Information Technology,Communications Equipment,2026-08-20,2026-08-23,0
VICI,Real Estate,Hotel & Resort REITs,2026-08-20,2026-08-23,0
VICR,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
VIRT,Financials,Financial Exchanges & Data,2026-08-20,2026-08-23,0
VITL,Consumer Staples,Agricultural Products & Services,2026-08-20,2026-08-23,0
VLO,Energy,Oil & Gas Refining & Marketing,2026-08-20,2026-08-23,0
VLTO,Industrials,Environmental & Facilities Services,2026-08-20,2026-08-23,0
VLY,Financials,Regional Banks,2026-08-20,2026-08-23,0
VMC,Materials,Construction Materials,2026-08-20,2026-08-23,0
VMI,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
VNO,Real Estate,Office REITs,2026-08-20,2026-08-23,0
VNOM,Energy,Oil & Gas Storage & Transportation,2026-08-20,2026-08-23,0
VNT,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
VOYA,Financials,Multi-Sector Holdings,2026-08-20,2026-08-23,0
VRE,Real Estate,Office REITs,,,2
VRRM,Industrials,Data Processing & Outsourced Services,2026-08-20,2026-08-23,0
VRSK,Industrials,Research & Consulting Services,2026-08-20,2026-08-23,0
VRSN,Information Technology,Internet Services & Infrastructure,2026-08-20,2026-08-23,0
VRTS,Financials,Asset Management & Custody Banks,2026-08-20,2026-08-23,0
VRTX,Health Care,Biotechnology,2026-08-20,2026-08-23,0
VSAT,Information Technology,Communications Equipment,2026-08-20,2026-08-23,0
VSCO,Consumer Discretionary,Apparel Retail,,,2
VSH,Information Technology,Electronic Components,2026-08-20,2026-08-23,0
VSNT,Communication Services,Cable & Satellite,2026-08-20,2026-08-23,0
VST,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
VTR,Real Estate,Health Care REITs,2026-08-20,2026-08-23,0
VTRS,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
VVV,Consumer Discretionary,Automotive Retail,2026-08-20,2026-08-23,0
VZ,Communication Services,Integrated Telecommunication Services,2026-08-20,2026-08-23,0
WAB,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-08-20,2026-08-23,0
WAFD,Financials,Regional Banks,2026-08-20,2026-08-23,0
WAL,Financials,Regional Banks,2026-08-20,2026-08-23,0
WAT,Health Care,Life Sciences Tools & Services,2026-08-20,2026-08-23,0
WAY,Health Care,Health Care Technology,2026-08-20,2026-08-23,0
WBD,Communication Services,Broadcasting,2026-08-20,2026-08-23,0
WBS,Financials,Regional Banks,2026-08-20,2026-08-23,0
WCC,Industrials,Trading Companies & Distributors,2026-08-20,2026-08-23,0
WD,Financials,Commercial & Residential Mortgage Finance,2026-08-20,2026-08-23,0
WDAY,Information Technology,Application Software,2026-08-20,2026-08-23,0
WDC,Information Technology,"Technology Hardware, Storage & Peripherals",2026-08-20,2026-08-23,0
WDFC,Consumer Staples,Household Products,2026-08-20,2026-08-23,0
WEC,Utilities,Electric Utilities,2026-08-20,2026-08-23,0
WELL,Real Estate,Health Care REITs,2026-08-20,2026-08-23,0
WERN,Industrials,Cargo Ground Transportation,2026-08-20,2026-08-23,0
WEX,Financials,Transaction & Payment Processing Services,2026-08-20,2026-08-23,0
WFC,Financials,Diversified Banks,2026-08-20,2026-08-23,0
WFRD,Energy,Oil & Gas Equipment & Services,2026-08-20,2026-08-23,0
WGO,Consumer Discretionary,Automobile Manufacturers,2026-08-20,2026-08-23,0
WH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2026-08-20,2026-08-23,0
WHD,Energy,Oil & Gas Equipment & Services,2026-08-20,2026-08-23,0
WHR,Consumer Discretionary,Household Appliances,2026-08-20,2026-08-23,0
WINA,Consumer Discretionary,Other Specialty Retail,2026-08-20,2026-08-23,0
WING,Consumer Discretionary,Restaurants,2026-08-20,2026-08-23,0
WKC,Energy,Oil & Gas Refining & Marketing,2026-08-20,2026-08-23,0
WLK,Materials,Specialty Chemicals,2026-08-20,2026-08-23,0
WLY,Communication Services,Publishing,2026-08-20,2026-08-23,0
WM,Industrials,Environmental & Facilities Services,2026-08-20,2026-08-23,0
WMB,Energy,Oil & Gas Storage & Transportation,2026-08-20,2026-08-23,0
WMG,Communication Services,Movies & Entertainment,2026-08-20,2026-08-23,0
WMS,Industrials,Building Products,2026-08-20,2026-08-23,0
WMT,Consumer Staples,Consumer Staples Merchandise Retail,2026-08-20,2026-08-23,0
WOR,Industrials,Building Products,2026-08-20,2026-08-23,0
WPC,Real Estate,Diversified REITs,2026-08-20,2026-08-23,0
WRB,Financials,Property & Casualty Insurance,2026-08-20,2026-08-23,0
WRLD,Financials,Consumer Finance,2026-08-20,2026-08-23,0
WS,Materials,Steel,2026-08-20,2026-08-23,0
WSC,Industrials,Office Services & Supplies,2026-08-20,2026-08-23,0
WSFS,Financials,Regional Banks,2026-08-20,2026-08-23,0
WSM,Consumer Discretionary,Homefurnishing Retail,2026-08-20,2026-08-23,0
WSO,Industrials,Trading Companies & Distributors,2026-08-20,2026-08-23,0
WST,Health Care,Health Care Supplies,2026-08-20,2026-08-23,0
WT,Financials,Asset Management & Custody Banks,2026-08-20,2026-08-23,0
WTFC,Financials,Regional Banks,2026-08-20,2026-08-23,0
WTRG,Utilities,Water Utilities,2026-08-20,2026-08-23,0
WTS,Industrials,Building Products,2026-08-20,2026-08-23,0
WTW,Financials,Insurance Brokers,2026-08-20,2026-08-23,0
WWD,Industrials,Electrical Components & Equipment,2026-08-20,2026-08-23,0
WWW,Consumer Discretionary,Footwear,2026-08-20,2026-08-23,0
WY,Real Estate,Timber REITs,2026-08-20,2026-08-23,0
WYNN,Consumer Discretionary,Casinos & Gaming,2026-08-20,2026-08-23,0
XEL,Utilities,Multi-Utilities,2026-08-20,2026-08-23,0
XLB,,,2026-08-20,2026-08-23,0
XLC,,,2026-08-20,2026-08-23,0
XLE,,,2026-08-20,2026-08-23,0
XLF,,,2026-08-20,2026-08-23,0
XLI,,,2026-08-20,2026-08-23,0
XLK,,,2026-08-20,2026-08-23,0
XLP,,,2026-08-20,2026-08-23,0
XLRE,,,2026-08-20,2026-08-23,0
XLU,,,2026-08-20,2026-08-23,0
XLV,,,2026-08-20,2026-08-23,0
XLY,,,2026-08-20,2026-08-23,0
XOM,Energy,Integrated Oil & Gas,2026-08-20,2026-08-23,0
XPEL,Consumer Discretionary,Automotive Parts & Equipment,2026-08-20,2026-08-23,0
XPO,Industrials,Cargo Ground Transportation,2026-08-20,2026-08-23,0
XRAY,Health Care,Health Care Supplies,2026-08-20,2026-08-23,0
XYL,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
XYZ,Financials,Transaction & Payment Processing Services,2026-08-20,2026-08-23,0
YELP,Communication Services,Interactive Media & Services,2026-08-20,2026-08-23,0
YETI,Consumer Discretionary,Leisure Products,2026-08-20,2026-08-23,0
YOU,Information Technology,Application Software,2026-08-20,2026-08-23,0
YUM,Consumer Discretionary,Restaurants,2026-08-20,2026-08-23,0
ZBH,Health Care,Health Care Equipment,2026-08-20,2026-08-23,0
ZBRA,Information Technology,Electronic Equipment & Instruments,2026-08-20,2026-08-23,0
ZD,Communication Services,Advertising,2026-08-20,2026-08-23,0
ZION,Financials,Regional Banks,2026-08-20,2026-08-23,0
ZTS,Health Care,Pharmaceuticals,2026-08-20,2026-08-23,0
ZWS,Industrials,Industrial Machinery & Supplies & Components,2026-08-20,2026-08-23,0
